epoch,loss,grad_norm,learning_rate,step,eval_loss,eval_rouge/rouge1,eval_rouge/rouge2,eval_rouge/rougeL,eval_rouge/rougeLsum,eval_bertscore/bertscore-precision,eval_bertscore/bertscore-recall,eval_bertscore/bertscore-f1,eval_meteor,eval_gen_len,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1,0.6833,1.061427354812622,0.0004597701149425287,174,2.2549915313720703,0.4516,0.2098,0.3797,0.3798,0.8907,0.8965,0.8934,0.4298,44.78181818181818,39.7897,2.765,0.553,0.0,0.0,0.0,0,0.0
2,0.5046,1.7595382928848267,0.0009252873563218391,348,2.408205270767212,0.4581,0.2105,0.3884,0.3894,0.8959,0.8952,0.8954,0.4107,40.27272727272727,35.5303,3.096,0.619,0.0,0.0,0.0,0,0.0
3,0.4865,0.37781408429145813,0.0009616858237547893,522,2.3051822185516357,0.4316,0.173,0.3543,0.3558,0.8888,0.8913,0.8899,0.3841,43.17272727272727,39.7162,2.77,0.554,0.0,0.0,0.0,0,0.0
4,0.5507,0.0,0.0009125159642401022,696,2.5197293758392334,0.4394,0.1772,0.3647,0.3662,0.8906,0.8916,0.8909,0.3934,42.07272727272727,40.2444,2.733,0.547,0.0,0.0,0.0,0,0.0
5,0.5415,0.0,0.0008646232439335888,870,2.531944513320923,0.4398,0.1786,0.3644,0.3657,0.8909,0.8917,0.8911,0.394,41.93636363636364,39.9209,2.755,0.551,0.0,0.0,0.0,0,0.0
6,0.536,0.0,0.0008160919540229886,1044,2.5319530963897705,0.4395,0.1786,0.3645,0.3658,0.8909,0.8917,0.8911,0.3935,41.91818181818182,39.7308,2.769,0.554,0.0,0.0,0.0,0,0.0
7,0.5393,0.0,0.0007675606641123883,1218,2.5319530963897705,0.4395,0.1786,0.3645,0.3658,0.8909,0.8917,0.8911,0.3935,41.91818181818182,40.0117,2.749,0.55,0.0,0.0,0.0,0,0.0
8,0.5442,0.0,0.0007190293742017881,1392,2.5319530963897705,0.4395,0.1786,0.3645,0.3658,0.8909,0.8917,0.8911,0.3935,41.91818181818182,39.6159,2.777,0.555,0.0,0.0,0.0,0,0.0
9,0.5562,0.0,0.0006749680715197957,1566,2.5319530963897705,0.4395,0.1786,0.3645,0.3658,0.8909,0.8917,0.8911,0.3935,41.91818181818182,39.7773,2.765,0.553,0.0,0.0,0.0,0,0.0
10,0.5472,0.0,0.0006270753512132822,1740,2.5319530963897705,0.4395,0.1786,0.3645,0.3658,0.8909,0.8917,0.8911,0.3935,41.91818181818182,39.8424,2.761,0.552,0.0,0.0,0.0,0,0.0
11,0.5328,0.0,0.0005772669220945083,1914,2.5319530963897705,0.4395,0.1786,0.3645,0.3658,0.8909,0.8917,0.8911,0.3935,41.91818181818182,39.7665,2.766,0.553,0.0,0.0,0.0,0,0.0
12,0.5575,0.0,0.000533205619412516,2088,2.5319530963897705,0.4395,0.1786,0.3645,0.3658,0.8909,0.8917,0.8911,0.3935,41.91818181818182,39.7761,2.765,0.553,0.0,0.0,0.0,0,0.0
13,0.8917,0.0,0.0005038314176245212,2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7918,2.302,0.46,0.0,0.0,0.0,0,0.0
14,0.0,0.0,0.0005038314176245212,2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7333,2.304,0.461,0.0,0.0,0.0,0,0.0
15,0.0,0.0,0.0005038314176245212,2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6677,2.308,0.462,0.0,0.0,0.0,0,0.0
16,0.0,0.0,0.0005038314176245212,2784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4673,2.317,0.463,0.0,0.0,0.0,0,0.0
17,0.0,0.0,0.0005038314176245212,2958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7287,2.305,0.461,0.0,0.0,0.0,0,0.0
18,0.0,0.0,0.0005038314176245212,3132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7465,2.304,0.461,0.0,0.0,0.0,0,0.0
19,0.0,0.0,0.0005038314176245212,3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6467,2.309,0.462,0.0,0.0,0.0,0,0.0
20,0.0,0.0,0.0005038314176245212,5220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9598,2.294,0.459,2260.8767,7.67,0.77,9383662873589760,0.373582465073158
