epoch,loss,grad_norm,learning_rate,step,eval_loss,eval_rouge/rouge1,eval_rouge/rouge2,eval_rouge/rougeL,eval_rouge/rougeLsum,eval_bertscore/bertscore-precision,eval_bertscore/bertscore-recall,eval_bertscore/bertscore-f1,eval_meteor,eval_gen_len,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1,0.049,0.29759758710861206,4.976958525345622e-05,434,3.0725769996643066,0.4642,0.2147,0.395,0.3945,0.8959,0.897,0.8963,0.4246,41.03636363636364,71.5317,1.538,0.769,0.0,0.0,0.0,0,0.0
2,0.025,0.4187455475330353,9.930875576036867e-05,868,3.527822494506836,0.4809,0.2331,0.4126,0.4135,0.8997,0.9002,0.8998,0.44,40.25454545454546,69.3456,1.586,0.793,0.0,0.0,0.0,0,0.0
3,0.0177,0.17434731125831604,9.452124935995904e-05,1302,3.770930290222168,0.4672,0.2131,0.3912,0.3918,0.8974,0.8961,0.8966,0.4224,40.0,70.2116,1.567,0.783,0.0,0.0,0.0,0,0.0
4,0.014,0.671512246131897,8.899129544290835e-05,1736,3.8326616287231445,0.4738,0.2244,0.4005,0.4009,0.8966,0.8985,0.8974,0.4361,42.13636363636363,72.9136,1.509,0.754,0.0,0.0,0.0,0,0.0
5,0.0278,0.6273133158683777,8.343573988735279e-05,2170,3.8864667415618896,0.4679,0.2181,0.3942,0.3949,0.8968,0.8983,0.8974,0.4296,41.59090909090909,71.2627,1.544,0.772,0.0,0.0,0.0,0,0.0
6,0.0246,0.6465268135070801,7.793138760880697e-05,2604,3.869727611541748,0.4642,0.2147,0.3904,0.3915,0.8959,0.8976,0.8966,0.421,41.68181818181818,70.9645,1.55,0.775,0.0,0.0,0.0,0,0.0
7,0.0204,1.3228552341461182,7.237583205325141e-05,3038,3.973745822906494,0.4646,0.2159,0.395,0.3953,0.8964,0.8967,0.8964,0.421,40.72727272727273,70.3021,1.565,0.782,0.0,0.0,0.0,0,0.0
8,0.0179,0.08982416242361069,6.684587813620072e-05,3472,4.0366950035095215,0.461,0.2102,0.3896,0.3904,0.8969,0.8946,0.8956,0.4122,38.972727272727276,67.2415,1.636,0.818,0.0,0.0,0.0,0,0.0
9,0.0158,0.6765705347061157,6.129032258064517e-05,3906,4.038352966308594,0.4695,0.2117,0.391,0.3921,0.8975,0.8978,0.8976,0.4269,40.445454545454545,69.3859,1.585,0.793,0.0,0.0,0.0,0,0.0
10,0.0159,0.2732399106025696,5.58115719406042e-05,4340,4.044585227966309,0.4672,0.2166,0.3945,0.3951,0.8966,0.8982,0.8972,0.4296,41.30909090909091,70.361,1.563,0.782,0.0,0.0,0.0,0,0.0
11,0.0126,0.9860164523124695,5.028161802355351e-05,4774,4.0703911781311035,0.4722,0.2223,0.3966,0.3979,0.8968,0.8978,0.8972,0.4356,41.163636363636364,70.3445,1.564,0.782,0.0,0.0,0.0,0,0.0
12,0.0132,0.20917868614196777,4.4726062467997956e-05,5208,4.104617118835449,0.468,0.2207,0.4011,0.402,0.8974,0.8978,0.8975,0.4341,40.56363636363636,70.0186,1.571,0.786,0.0,0.0,0.0,0,0.0
13,0.0109,1.5741699934005737,3.9196108550947265e-05,5642,4.102268695831299,0.4743,0.2217,0.4,0.4003,0.8978,0.8971,0.8974,0.4311,40.60909090909091,70.3079,1.565,0.782,0.0,0.0,0.0,0,0.0
14,0.0106,0.5576172471046448,3.366615463389657e-05,6076,4.147700786590576,0.4691,0.2202,0.3979,0.3984,0.8974,0.8963,0.8967,0.4257,40.35454545454545,70.7571,1.555,0.777,0.0,0.0,0.0,0,0.0
15,0.0103,0.26344072818756104,2.8136200716845877e-05,6510,4.141244888305664,0.4753,0.2219,0.4048,0.4063,0.8982,0.8967,0.8973,0.4247,39.50909090909091,67.9356,1.619,0.81,0.0,0.0,0.0,0,0.0
16,0.01,0.3163774609565735,2.2631848438300052e-05,6944,4.1251349449157715,0.4762,0.2259,0.4045,0.4063,0.8983,0.8978,0.898,0.4337,40.39090909090909,70.4475,1.561,0.781,0.0,0.0,0.0,0,0.0
17,0.0087,0.42569589614868164,1.710189452124936e-05,7378,4.128584861755371,0.482,0.2256,0.405,0.4063,0.8971,0.8985,0.8976,0.4449,41.64545454545455,71.8445,1.531,0.766,0.0,0.0,0.0,0,0.0
18,0.0092,0.27741408348083496,1.1546338965693805e-05,7812,4.128381729125977,0.4675,0.2185,0.3981,0.3993,0.897,0.8973,0.897,0.4288,41.08181818181818,70.7833,1.554,0.777,0.0,0.0,0.0,0,0.0
19,0.0089,0.101034015417099,6.041986687147978e-06,8246,4.125229358673096,0.4695,0.2182,0.3981,0.3991,0.8966,0.897,0.8967,0.427,41.06363636363636,70.3787,1.563,0.781,0.0,0.0,0.0,0,0.0
20,0.0081,0.008346213959157467,5.120327700972863e-07,13020,4.123561382293701,0.4731,0.2208,0.3994,0.4008,0.8972,0.897,0.897,0.4314,40.82727272727273,70.7394,1.555,0.778,3045.0305,5.695,1.425,8138145362457600,0.01654115146206271
