epoch,loss,grad_norm,learning_rate,step,eval_loss,eval_rouge/rouge1,eval_rouge/rouge2,eval_rouge/rougeL,eval_rouge/rougeLsum,eval_bertscore/bertscore-precision,eval_bertscore/bertscore-recall,eval_bertscore/bertscore-f1,eval_meteor,eval_gen_len,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.9885057471264368,0.3887,0.7137158513069153,0.0004186046511627907,86,2.6672403812408447,0.4542,0.2002,0.3796,0.3796,0.891,0.8957,0.8932,0.4204,43.58181818181818,25.0311,4.395,0.439,0.0,0.0,0.0,0,0.0
2.0,0.2721,0.9041133522987366,0.0008720930232558139,174,2.7484922409057617,0.4354,0.1974,0.3693,0.3693,0.8915,0.8925,0.8918,0.4012,41.18181818181818,22.875,4.809,0.481,0.0,0.0,0.0,0,0.0
2.9885057471264367,0.2408,0.9664913415908813,0.0009599483204134367,260,2.863126516342163,0.4364,0.1874,0.3679,0.3694,0.8935,0.8896,0.8914,0.3822,38.04545454545455,22.7093,4.844,0.484,0.0,0.0,0.0,0,0.0
4.0,0.2241,0.9687707424163818,0.0009043927648578811,348,2.836801052093506,0.4655,0.2128,0.395,0.3965,0.8978,0.8973,0.8975,0.4191,40.336363636363636,22.9696,4.789,0.479,0.0,0.0,0.0,0,0.0
4.988505747126437,0.1864,0.6969200968742371,0.0008488372093023255,434,2.942356824874878,0.4515,0.2049,0.3805,0.3809,0.8914,0.8972,0.8942,0.4153,45.09090909090909,25.1832,4.368,0.437,0.0,0.0,0.0,0,0.0
6.0,0.1389,0.6923341155052185,0.0007932816537467701,522,2.901466131210327,0.4604,0.2021,0.3835,0.3839,0.8944,0.8952,0.8947,0.4148,41.127272727272725,23.1814,4.745,0.475,0.0,0.0,0.0,0,0.0
6.988505747126437,0.1076,0.3806879222393036,0.0007403100775193798,608,2.946898937225342,0.4608,0.2096,0.3901,0.3898,0.8934,0.8964,0.8947,0.4271,42.836363636363636,24.0029,4.583,0.458,0.0,0.0,0.0,0,0.0
8.0,0.0887,0.35365012288093567,0.0006847545219638243,696,2.7522265911102295,0.4573,0.2137,0.381,0.3811,0.8931,0.896,0.8944,0.4246,42.68181818181818,24.3596,4.516,0.452,0.0,0.0,0.0,0,0.0
8.988505747126437,0.0775,0.2433479130268097,0.0006291989664082688,782,2.7044944763183594,0.4555,0.2091,0.3843,0.3846,0.8928,0.8946,0.8936,0.4172,41.92727272727273,23.9443,4.594,0.459,0.0,0.0,0.0,0,0.0
10.0,0.0673,0.44279518723487854,0.0005723514211886304,870,2.7048707008361816,0.4762,0.2229,0.4017,0.4027,0.8961,0.8979,0.8969,0.4369,41.763636363636365,24.2159,4.542,0.454,0.0,0.0,0.0,0,0.0
10.988505747126437,0.0618,0.34912094473838806,0.0005167958656330749,956,2.724976062774658,0.4716,0.2218,0.3976,0.398,0.894,0.8977,0.8957,0.4389,42.81818181818182,23.3511,4.711,0.471,0.0,0.0,0.0,0,0.0
12.0,0.0524,0.296342134475708,0.00045994832041343673,1044,2.745443344116211,0.4596,0.2096,0.3886,0.3895,0.8945,0.8962,0.8952,0.4205,41.35454545454545,23.8278,4.616,0.462,0.0,0.0,0.0,0,0.0
12.988505747126437,0.0503,0.14642159640789032,0.00040697674418604653,1130,2.77363657951355,0.4556,0.2084,0.3826,0.3843,0.8942,0.8937,0.8938,0.4077,40.24545454545454,23.1842,4.745,0.474,0.0,0.0,0.0,0,0.0
14.0,0.0477,0.1463192254304886,0.00035012919896640826,1218,2.8054842948913574,0.4635,0.2157,0.3918,0.393,0.8959,0.8967,0.8962,0.4259,40.77272727272727,23.5182,4.677,0.468,0.0,0.0,0.0,0,0.0
14.988505747126437,0.0457,0.04096784442663193,0.00029457364341085277,1304,2.8190159797668457,0.4657,0.2136,0.3933,0.3943,0.8954,0.8955,0.8953,0.4204,40.38181818181818,22.783,4.828,0.483,0.0,0.0,0.0,0,0.0
16.0,0.0425,0.12809136509895325,0.00023772609819121447,1392,2.832298755645752,0.4645,0.2134,0.3874,0.389,0.8946,0.8951,0.8948,0.4216,40.554545454545455,22.8668,4.81,0.481,0.0,0.0,0.0,0,0.0
16.988505747126435,0.0431,0.034041400998830795,0.0001834625322997416,1478,2.840088367462158,0.4639,0.2136,0.3893,0.39,0.8947,0.8962,0.8953,0.4237,41.472727272727276,23.6382,4.653,0.465,0.0,0.0,0.0,0,0.0
18.0,0.0413,0.044823989272117615,0.00012661498708010335,1566,2.8531155586242676,0.459,0.2092,0.3852,0.3862,0.8939,0.8956,0.8946,0.419,41.56363636363636,23.3976,4.701,0.47,0.0,0.0,0.0,0,0.0
18.988505747126435,0.0419,0.04340434446930885,7.10594315245478e-05,1652,2.8606839179992676,0.462,0.2116,0.3868,0.3881,0.8937,0.8961,0.8948,0.4239,41.945454545454545,23.5896,4.663,0.466,0.0,0.0,0.0,0,0.0
19.770114942528735,0.0403,0.041087403893470764,2.7131782945736434e-05,2580,2.863739013671875,0.4646,0.2164,0.3909,0.3918,0.8938,0.8967,0.8951,0.428,42.10909090909091,23.8772,4.607,0.461,1832.4921,9.463,0.469,9945458640645120,0.11366665404896403
